亜, ア ア シ ア, つ ぐ, châu Á; Xếp hạng tiếp theo; theo sau, đuổi theo, xảy đến; -người
阿, ア オ, お も ね る, châu Phi; nịnh nọt; Nô lệ; góc; Nook; Chỗ nghỉ
獄, ゴ ク ,, tù; nhà giam
頃, ケ イ キ ョ ウ, こ ろ ご ろ し ば ら く, thời gian; trong khoảng; Về hướng
墾, コ ン, phá vỡ; Mở ruộng đất
恨, コ ン, う ら む う ら め し い, hối tiếc; Chịu một mối hận; Oán giận; Ác độc; sự thù ghét
懇, コ ン, ね ん ご ろ, hòa đồng; loại; Lịch thiệp; Hiếu khách; Thân mật
昆, コ ン ,, hậu duệ; anh trai; Côn trùng
紺, コ ン ,, xanh đậm; Hải quân
魂, コ ン, た ま し い た ま, linh hồn; Tinh thần
佐, サ ,, trợ lý; Cứu giúp
唆, サ, そ そ の か す, cám dỗ; Quyến rũ; Kích động; Quảng bá
沙, サ シ ャ, す な よ な げ る, cát
詐, サ, い つ わ る, nói dối; Giả dối; lừa dối; giả vờ
鎖, サ, く さ り と ざ す, chuỗi; Sắt; Kết nối
債, サ イ ,, trái phiếu; tiền vay; món nợ
催, サ イ, も よ う す も よ お す, nhà tài trợ; tổ chức một cuộc họp); Cho (ăn tối)
哉, サ イ, か な や, "làm thế nào, cái gì, than ôi," "?" "(Dấu chấm hỏi)"
宰, サ イ ,, superintend; giám đốc; qui định
彩, サ イ, い ろ ど る, màu; Sơn; trang điểm
栽, サ イ, trồng rừng; Trồng
災, サ イ, わ ざ わ い, thiên tai; thiên tai; Khốn nạn; nguyền rủa; tà ác
砕, サ イ, く だ く く だ け る, đập vỡ; phá vỡ; nghiền nát; quen; phổ biến
斎, サ イ, と き つ つ し む の の い, thanh tẩy; Thức ăn Phật giáo; phòng; tôn sùng; tránh; như nhau
裁, サ イ, た つ さ ば く, thợ may; thẩm phán; phán quyết; Cắt ra (mẫu)
載, サ イ, の せ る の る, đi; bảng; leo lên; địa điểm; Lan tràn; 10 ** 44
剤, ザ イ ス イ セ イ, か る け ず る, liều; dược phẩm; thuốc uống
冴, ゴ コ, さ え る こ お コ, hãy rõ ràng; Thanh bình; lạnh; Khéo léo
阪, ハ ン, さ か, cao; Dốc
崎, キ, さ き さ い み さ き, bán đảo; Mũi; Nhổ
削, サ ク, け ず る は つ る そ ぐ, máy bay; Làm sắc nét; Whittle; bóc vỏ
搾, サ ク, し ぼ る, bóp
策, サ ク ,, Đề án; kế hoạch; Chính sách; bậc thang; có nghĩa
索, サ ク ,, dây; dây thừng
錯, サ ク シ ャ ク, nhầm lẫn; pha trộn; Bị rối loạn
桜, オ ウ ヨ ウ, さ く ら, anh đào
笹 ,, さ さ, cỏ tre
撮, サ ツ, と る つ ま む, chụp nhanh; chụp ảnh
擦, サ ツ, す ツ, サ ツ, サ ツ, サ ツ, サ ツ ツ ツChà xát; vết trầy; Cạo; Chafe; Súc miệng
傘, サ ン, か さ, ô
惨, サ ン ザ ン, み じ じ い い い い; thảm họa; Tàn ác; Khắc nghiệt
桟, サ ン セ ン, か け は し, giàn giáo; Đinh tán; khung; Cầu cảng; Bu lông (cửa)
蚕, サ ン テ ン, か い こ こ, tằm
酸, サ ン, す い, axit; Cay đắng; chua; Chua cay
暫, ザ ン, し ば ら く tạm thời; Một thời gian; chốc lát; thời gian dài
司, シ, つ か さ ど る, giám đốc; chính thức; Văn phòng chính phủ; qui định; Quản lý
嗣, シ, người thừa kế; Thành công
士, シ, quý ông; Samurai
姿, シ, す が た, hình; hình thức; Hình dạng
志, シ シ リ ン グ, シ ろ ろ す こ し, ý định; kế hoạch; giải quyết; khao khát; động cơ; Hy vọng; Shilling
施, シ セ, ほ ど こ す, khất thực; Bôi băng; Admin thứ nhất viện trợ
旨, シ, む ね う ま い, ngon; Thưởng thức; Cho thấy một ý thích; Ý định; sẽ; tài giỏi; chuyên gia
氏, シ, う じ, họ; Họ; Gia tộc
祉, シ ,, phúc lợi; Niềm hạnh phúc
紫, シ, む ら さ き, tím; màu tím
肢, シ ,, chân; chân tay
至, シ, い た る, cao trào; đến nơi; Tiến hành; chạm tới; đạt được; kết quả là
視, シ, み る, thanh tra; Coi như; xem; nhìn vào
詩, シ ,, bài thơ; thơ phú
諮, シ, は か る, tư vấn với
賜, シ, た ま わ る た ま う た も う, trợ cấp; quà tặng; Lợi ích; các kết quả
雌, シ, め - め す め ん, nữ tính; giống cái
飼, シ, か う, thuần hóa; nâng cao; giữ; nuôi
侍, ジ シ, さ む ら い は べ る, người bồi bàn; Samurai; Chờ đợi; Phục vụ
慈, ジ, い つ く し む, lòng thương xót
滋, ジ ,, nuôi dưỡng; hơn nữa; Được lộng lẫy; Trồng; Độ đục
爾, ジ ニ, な ん じ し か り そ の の み, bạn; Ngươi; người thứ hai
璽, ジ, Hoàng đế niêm phong
磁, ジ ,, nam châm; Đồ sứ
汐, セ キ, し お う し お せ い, eventide; Thủy triều; nước muối; Cơ hội
鹿, ロ ク, し か か, nai
識, シ キ ,, phân biệt; Biết; Viết
軸, ジ ク ,, trục; trục; thân cây; rình rập; Bộ đếm cho cuộn cuốn sách
叱, シ ツ シ チ, し か る, mắng; Khiển trách
執, シ ツ シ ュ ウ, と る, ngoan ngoãn; Giữ; sự hiểu biết; chạm vao trai tim
漆, シ ツ, う る し, sơn mài; Sơn dầu; Bảy
疾, シ ツ ,, nhanh
芝, シ, し ば, sân cỏ; Bãi cỏ
舎, シ ャ セ キ, や ど る, tiểu; nhà trọ; Túp lều; nhà ở; Biệt thự
射, シ ャ, い る さ す, bắn; Tỏa sáng; trên; Bắn cung
赦, シ ャ ,, pardon; sự tha thứ
斜, シ ャ, な な め は す, đường chéo; xiên; xiên
煮, シ ャ, に る に え る に や す, đun sôi; Nấu ăn
紗, サ シ ャ, う す ぎ ぬ, gạc; sa
謝, シ ャ, あ や ま る, xin lỗi; cảm tạ; Từ chối
遮, シ ャ, さ え ぎ る, đánh chặn; làm gián đoạn; Cản trở
蛇, ジ ャ ダ イ ヤ, へ び, rắn; Con rắn; Người uống cứng
邪, ジ ャ, よ こ し ま, ác; Bất công; sai rồi
勺, シ ャ ク, ladle; Một phần mười của một chuyến đi; nhúng
尺, シ ャ ク ,, shaku; Chân Nhật; đo; tỉ lệ; qui định
爵, シ ャ ク ,, baron; Peerage; Cấp tòa
酌, シ ャ ク, く む, bartending; Phục vụ lợi ích; máy chủ; vẽ nước); Thùng; Muỗng; máy bơm
釈, シ ャ ク セ キ, と く す て る ゆ る す, giải thích
寂, ジ ャ ク セ キ, さ ャ ク セ キ, さ び ク セ キ, cô đơn; Lặng lẽ; Êm dịu; Trưởng thành; Cái chết của một linh mục
朱, シ ュ, あ け, vermilion; Cinnabar; đỏ tươi; Đỏ; dính máu
殊, シ ュ, こ と, đặc biệt; đặc biệt; Đặc biệt
狩, シ ュ, か る か り, săn; Cuộc tấn công; tụ họp
珠, シ ュ, た ま, ngọc; Đá quý; Đồ trang sức
趣, シ ュ, お も む き お も む く, ý chính; tiến hành; có xu hướng; trở nên
儒, ジ ュ ,, Khổng giáo
寿, ジ ュ ス シ ュ ウ, ジ ュ ス シ ュ ウ, tuổi thọ; Xin chúc mừng; Những cuộc sống tự nhiên
授, ジ ュ, さ ず け る さ ず か る, truyền đạt; dạy; ban cho; trao
樹, ジ ュ, き, cây gỗ, Gỗ
需, ジ ュ ,, yêu cầu; yêu cầu; nhu cầu
囚, シ ュ ウ, と ら わ れ る, bị bắt; Hình sự; Bắt giữ; bắt lấy
宗, シ ュ ウ ソ ウ, む ね, tôn giáo; Giáo phái; Mệnh giá; Điểm chính; gốc; Bản chất
就, シ ュ ウ ジ ュ, つ く つ け る, liên quan; Giải quyết; Lấy vị trí; Khởi hành; học; mỗi
修, シ ュ ウ シ ュ, お さ め る お さ ま る, kỷ luật; Tiến hành tốt; học; bậc thầy
愁, シ ュ ウ, う れ え る う れ い, đau khổ; Đau buồn; than thở; lo lắng
秀, シ ュ ウ, ひ い で る, trội; xuất sắc; sắc đẹp, vẻ đẹp; Vượt qua
臭, シ ュ ウ, く さ い い に い, hôi thối; Không mùi; Trông đáng ngờ; Mùi; hương thơm; Hương thơm; Thơm; mùi hôi; Phát sáng; hãy sáng suốt
衆, シ ュ ウ シ ュ, お お い, quần chúng; Số lượng lớn; Vô số; Dân chúng
襲, シ ュ ウ, お そ う か さ ね, tấn công; Tạm ứng; Thành công; Đóng cọc; Đống
酬, シ ュ ウ シ ュ ト ウ, む く い る, hoàn trả; phần thưởng; Trả thù
醜, シ ュ ウ, み に く い し こ, xấu xí; Dơ dáy; xấu hổ; Xấu hổ
充, ジ ュ ウ, あ て る み た す, phân bổ; lấp đầy
従, ジ ュ ウ シ ョ, し ュ ウ シ ュ, đi cùng; Vâng lời; nộp cho; tuân theo; theo; thứ hai; Ngẫu nhiên; Cấp dưới
汁, ジ ュ ウ, し る つ ゆ, canh; Nước ép; nước dùng; nhựa cây; Nước thịt; Mủ
渋, ジ ュ ウ シ ュ, 渋, し ュ ウ シ ぶ る, tinh chất; do dự; lưỡng lự; Bị tiêu chảy
獣, ジ ュ ウ, け も の け だ も の, động vật; quái thú
縦, ジ ュ ウ, た て, dọc; chiều dài; Chiều cao; Tự nuông chiều; Lạc lõng
銃, ジ ュ ウ ,, súng; cánh tay
叔, シ ュ ク ,, chú; thiếu niên
淑, シ ュ ク, し と や か, duyên dáng; dịu dàng; nguyên chất
縮, シ ュ ク, シ ぢ ク, シ ぢ ク, シ ぢ ク, シ ぢ ク, シ ぢ ク, シ ぢ ク, シ ぢ ク, hợp đồng; Héo; Nếp nhăn; giảm
粛, シ ュ ク ス ク, つ つ し む, long trọng; Lặng lẽ; nhẹ nhàng
塾, ジ ュ ク ,, cram school; Trường tư thục
熟, ジ ュ ク, う れ る, êm dịu; Chín; Trưởng thành; Có được kỹ năng
俊, シ ュ ン ,, sagacious; Thiên tài; xuất sắc
峻, シ ュ ン, け わ し い た か い, cao; Dốc
瞬, シ ュ ン, ま た た く, nháy mắt; Chớp mắt; lấp lánh
駿, シ ュ ン ス ン, す ぐ れ る, một con ngựa tốt; tốc độ; Một người nhanh
准, ジ ュ ン ,, quasi-; Bán; Liên kết
循, ジ ュ ン ,, tuần tự; Đồng bào
旬, ジ ュ ン シ ュ ン, decameron; Thời kỳ 10 ngày; Mùa (đối với các sản phẩm cụ thể
殉, ジ ュ ン ,, martyrdom; Theo sau bằng cách từ chức
淳, ジ ュ ン シ ュ ン, あ つ い, tinh khiết
潤, ジ ュ ン, う る お う む, ジ う る む, ẩm ướt; Được tưới; Lợi nhuận; Nhận trợ cấp; ủng hộ; quyến rũ; Dốc
盾, ジ ュ ン, た て, lá chắn; huy chương; Pretext
巡, ジ ュ ン, め ぐ る め ぐ り, tuần tra; đi vòng quanh; Chu vi
遵, ジ ュ ン ,, tuân theo; theo; Vâng lời; học hỏi
暑, シ ョ, あ つ い, nóng nảy; nóng bức; sức nóng của mùa hè
渚, シ ョ, な ぎ さ, sợi; bờ biển; bờ biển
庶, シ ョ ,, commoner; tất cả các; đồ khốn
叙, ジ ョ, つ い ず つ い で, trao; Liên quan; Tường thuật; miêu tả
序, ジ ョ, つ い で つ い で, lời nói đầu; Bắt đầu; gọi món; Ưu tiên; dịp; cơ hội; Tình cờ
徐, ジ ョ, お も む ろ に, dần dần; chậm rãi; thong thả; dịu dàng
傷, シ ョ ウ, き ず い た む ウ, vết thương; đau; Bị thương; Suy yếu; đau đớn; chấn thương; cắt tỉa; Gash; Vết sẹo; điểm yếu
償, シ ョ ウ, つ ぐ な う, bồi thường; Bù đắp; Khen thưởng; Chuộc lại
匠, シ ョ ウ, た く み, nghệ nhân; công nhân; Thợ mộc
升, シ ョ ウ, ま す, hộp đo; 1,8 lít
唱, シ ョ ウ, と な え る, tụng kinh; Niệm; kêu gọi; Hét lên
奨, シ ョ ウ ソ ウ, す す め る, chỉ thị; thúc giục; khuyến khích
宵, シ ョ ウ, よ い, ít giờ; tối; Ban đêm
尚, シ ョ ウ, な お, lòng tự trọng; Hơn nữa; vẫn; chưa
庄, シ ョ ウ ソ ソ ウ ホ ウ, mức
彰, シ ョ ウ ,, patent; trong sáng
抄, シ ョ ウ ,, trích xuất; Lựa chọn; tóm lược; Sao chép; Rải mỏng
掌, シ ョ ウ, て の ひ ら た な, vận dụng; qui định; Quản lý; hạnh kiểm; lòng bàn tay
昌, シ ョ ウ, さ か ん, thịnh vượng; sáng; trong sáng
昭, シ ョ ウ ,, shining; sáng
晶, シ ョ ウ, lấp lánh; trong sáng; pha lê
松, シ ョ ウ, ま つ, cây thông
梢, シ ョ ウ, こ ず え く す の き, ngọn cây; Cây gậy
沼, シ ョ ウ, ぬ ま, đầm lầy; Hồ; Đầm lầy; đầm lầy; ao
渉, シ ョ ウ, わ た る, ford; Phà; Hải cảng
焦, シ ョ ウ, シ ョ ウ, シ ョ ウ, シ ョ ウ, シ ョ ウ, シ ョ ウ, vội; nóng nảy; kích thích; đốt cháy; Thiêu đốt; Singe
症, シ ョ ウ ,, triệu chứng; bệnh
硝, シ ョ ウ ,, nitrate; Người làm muối
礁, シ ョ ウ ,, reef; Đá sâu
祥, シ ョ ウ ,, auspicious; Hạnh phúc; điềm tốt
称, シ ョ ウ, た た え ウ, た た え ウ, た た ウ ウ ウ, tên gọi; Khen ngợi; ngưỡng mộ; Tên; chức vụ; danh tiếng
粧, シ ョ ウ ,, mỹ phẩm; Adorn (người thân)
肖, シ ョ ウ, あ や か る, giống nhau
衝, シ ョ ウ, つ く, va chạm; Gánh nặng; Xa lộ; Đối lập (thiên văn học); đẩy; khoan; cú đâm; đâm
訟, シ ョ ウ ,, kiện; Tố cáo
証, シ ョ ウ, あ か し, bằng chứng; bằng chứng; chứng chỉ
詔, シ ョ ウ, み こ と の り, sắc lệnh của đế quốc
詳, シ ョ ウ, く わ し い か, chi tiết; đầy; phút; Chính xác; Thông tin tốt
鐘, シ ョ ウ, か ね, chuông; Chiêng; Chimes
障, シ ョ ウ, さ わ る, cản trở; đau; làm hại
丈, ジ ョ ウ, た け だ け, chiều dài; 10 feet; đo; Ông.; Cô.; Chiều cao; Tầm vóc; Tất cả (một cái có); chỉ có; đó là tất cả; Đơn thuần
丞, ジ ョ ウ シ ョ ウ, ジ ョ た す け る, giúp đỡ
冗, ジ ョ ウ ,, không cần thiết; Vô dụng
剰, ジ ョ ウ, あ ま つ さ え あ る, thặng dư; ngoài ra
壌, ジ ョ ウ, つ ち, rất nhiều; trái đất; Đất
嬢, ジ ョ ウ, む す め, lass; con gái; Bỏ lỡ; Con gái
条, ジ ョ ウ す キ, え ウ す じ, bài báo; Khoản; mục; Sọc; Streak
浄, ジ ョ ウ セ イ, き ジ イ, き い; Làm sạch; Làm sạch; Trừ quỷ; Triều đại Manchu
穣, ジ ョ ウ, わ ら ゆ た か, cây trồng tốt; sự phồn thịnh; 10 ** 28
譲, ジ ョ ウ, ゆ ず る, trì hoãn; doanh số; chuyển khoản; chuyên chở
醸, ジ ョ ウ, か も す, ủ; nguyên nhân
錠, ジ ョ ウ ,, khóa; Xiềng xích; Dây xích
嘱, シ ョ ク, し ょ く す る た の む, ủy thác; yêu cầu; Gửi tin nhắn
飾, シ ョ ク, か ざ る か ざ り, trang trí; vật trang trí; Trang trí; Trang trí
殖, シ ョ ク, ふ え る ふ や す, gia tăng; tăng; nhân; nâng cao
織, シ ョ ク シ キ, お る お り お り, dệt; Vải
辱, ジ ョ ク, は ず か し め る, xấu hổ; Nhục nhã; xấu hổ
尻, コ ウ, し り, mông; hông; Mông; Phía sau
侵, シ ン, お か す, lấn chiếm; Xâm chiếm; Cuộc tấn công; xâm phạm; xâm phạm
唇, シ ン, く ち び る, môi
娠, シ ン ,, có con; Mang thai
審, シ ン, つ ま び ら か つ ぶ さ に, điều trần; thẩm phán; thử nghiệm
慎, シ ン, つ つ し む つ つ し つ つ し み, khiêm tốn; hãy cẩn thận; Rời rạc; khôn ngoan
振, シ ン, ふ る ぶ る ふ り ふ る う, lắc; làn sóng; hay bông lơn; lung lay
晋, シ ン, す す む, tạm ứng
浸, シ ン, ひ た す ひ た る, đắm mình; ngâm; nhúng; Dốc đứng; Làm ẩm; ướt; Dunk
紳, シ ン ,, đực giống; Dây tốt; Quý ông
薪, シ ン, た き ぎ ま き, nhiên liệu; Củi; Đúc
診, シ ン, み る, kiểm tra; Thấy; Chẩn đoán; xem xét
仁, ジ ン ニ ニ ン "nhân loại"; Đức hạnh; Lòng từ bi; từ thiện; Đàn ông; Hạt nhân
刃, ジ ン ニ ン, は や い ば き る, lưỡi; thanh kiếm; cạnh
尋, ジ ン, た ず ね る ひ ろ, hỏi; Hiểu; tìm kiếm
甚, ジ ン, は な は だ は な は だ し い, rất nhiều; rất; tuyệt quá; Cực kỳ
尽, ジ ン サ ン, ジ ン ン, ジ ン ン, ジ ン ンSử dụng; hết; Bạn bè; Phục vụ
迅, ジ ン ,, nhanh; Nhanh
陣, ジ ン ,, trại; Mảng chiến đấu; Xếp hạng; Chức vụ
須, ス シ ュ, ス シ ュ, ス べ ュ ュ, ス ス ュ ュ, ス ス ュ ュbằng mọi giá; Nhất thiết
酢, サ ク, す, dấm; chua; Axit; Chua cay
垂, ス イ, た れ る な ス; Đình chỉ; treo; Lúng túng
帥, ス イ ,, chỉ huy; Lãnh đạo quân đội; thống đốc
推, ス イ, お す, phỏng đoán; suy luận; phỏng đoán; giả sử; ủng hộ
炊, ス イ, た く, nấu; sôi lên
睡, ス イ ,, drowsy; ngủ; chết
粋, ス イ, い き, chic; Phong cách; Độ tinh khiết; Bản chất; Pith; kem; ưu tú; Lựa chọn
翠, ス イ, か わ せ み み ど り, xanh lá cây
衰, ス イ, お と ろ え る, suy giảm; Suy yếu; Làm suy yếu
遂, ス イ, と げ る つ い に, đạt; Hoàn thành; đạt được; Cam kết (tự tử)
酔, ス イ, よ う よ い よ, say; cảm thấy bệnh; Độc; Vui mừng; say mê
錘, ス イ, つ む お も り, trọng lượng; Cumb bob; Sinker
随, ズ イ, ま に ま に し た が う, theo; Tuy nhiên; Mặc dù vậy; trong khi; suốt trong; Cả hai; tất cả các; Vâng lời; nộp cho; tuân theo; Ở lòng thương xót của (sóng)
瑞, ズ イ ス イ, み ず - し る し, xin chúc mừng
髄, ズ イ, tủy; Thối
崇, ス ウ, あ が め る, yêu; sự tôn trọng; Tôn trọng; tôn sùng
嵩, ス ウ シ ュ ウ, か さ か か い, bị trầm trọng hơn; Phát triển tồi tệ hơn; Phát triển cồng kềnh; sưng lên
枢, ス ウ シ ュ, と ぼ そ か ら く り, bản lề; trục; cửa
据, キ ョ, す え る す わ る, đặt; Đặt nền móng; cài đặt, dựng lên; Trang bị; ngồi xổm xuống; ngồi xuống
杉, サ ン, す ぎ, tuyết tùng; Cryptomeria
雀, ジ ャ ク ャ ク, す ず め, chim sẻ
澄, チ ョ ウ, す む す ま す, độ trong sáng; Được rõ ràng; trong sáng; làm rõ; Giải quyết; sự căng thẳng, quá tải; Trông nghiêm trang
寸, ス ン ,, đo; Chân / 10
瀬, ラ イ, せ, rapids; hiện hành; Torrent; Nông; Bờ biển
畝, ボ ウ ホ モ ム, せ う ね, rãnh; 30 tsubo; cây rơm; xương sườn
是, ゼ シ, こ れ, đúng vậy; điều này; đúng; Sự công bằng
征, セ イ ,, chinh phục; Tấn công kẻ nổi loạn; Thu thuế
整, セ イ, と と と の の イ, tổ chức; Sắp xếp; Điều chỉnh; tấn; Mét; Phím (nhạc)
牲, セ イ ,, động vật hy sinh; chào bán
盛, セ イ ジ ョ ウ, も る さ か ん, sự bùng nổ; Thịnh vượng; Giao cấu
聖, セ イ シ ョ ウ, ひ じ り, thánh; Thánh; Hiền nhân; bậc thầy; thầy tu
製, セ イ ,, made in ...; Sản xuất
誠, セ イ, ま こ と, chân thành; Phỉ báng; cảnh báo; cấm; Sự thật; Lòng trung thành
誓, セ イ, ち か う, nguyện; xin thề; lời hứa
請, セ イ シ ン, セ セ る る, セ イ う け るmời gọi; hỏi
逝, セ イ, ゆ く, khởi hành; chết
斉, セ イ サ イ, そ ろ う イ, điều chỉnh; như nhau; công bằng; Giống tương tự
惜, セ キ, お し い お し む, đáng tiếc; Được tiết kiệm; Tiết kiệm; Keo kiệt; hối tiếc
斥, セ キ, し り ぞ け る, từ chối; rút lui; Rút đi; Thu hồi; Đẩy lùi; Đẩy lùi
析, セ キ ,, chop; chia; nước mắt; Phân tích
拙, セ ツ, つ た な い, bungling; hậu đậu; Không có kỹ năng
摂, セ ツ シ ョ ウ, お さ め る か ね る と る, gián tiếp; Đại diện; Hành động ngoài
窃, セ ツ, ぬ す む ひ そ か, tàng hình; lấy trộm; bí mật; riêng tư; Câm lặng
節, セ ツ セ チ, ふ し の っ と, nút; Mùa; giai đoạn; dịp; thơ; Khoản; Thơ; tôn vinh; chung; Khớp nối; nhô lên; knot; tune; giai điệu êm ái
舌,ゼツ,した,tongue; reed; clapper
仙,セン セント,,hermit; wizard; Cent
宣,セン,のたむう のたまわく,proclaim; say; Thông báo
扇,セン,おうぎ,fan; folding fan
栓,セン,,plug; bolt; cork; bung; Nút
染,セン,そめる そまる しみる しみ,dye; color; paint; stain; in
潜,セン,ひそむ もぐる かくれる くぐる ひそめる,submerge; conceal; hide; lower (voice); Hush
旋,セン,,rotation; đi vòng quanh
繊,セン,,slender; fine; thin kimono
腺,セン,,gland
薦,セン,すすめる,recommend; mat; advise; encourage; phục vụ
践,セン,ふむ,tread; step on; trample; practice; carry through
遷,セン,うつる うつす みやこがえ,transition; move; thay đổi
銭,セン ゼン,ぜに すき,coin; .01 yen; tiền bạc
銑,セン,,pig iron
鮮,セン,あざやか,fresh; vivid; clear; brilliant; Korea
善,ゼン,よい いい よく よしとする,virtuous; good; Sự tốt lành
漸,ゼン,,steadily; gradually advancing; finally; vừa đủ
禅,ゼン セン,しずか ゆずる,Zen; silent meditation
繕,ゼン,つくろう,darning; repair; mend; trim; tidy up; điều chỉnh
塑,ソ,でく,model; Đúc
措,ソ,おく,set aside; give up; suspend; discontinue; lay aside; ngoại trừ
疎,ソ ショ,うとい うとむ まばら,alienate; rough; neglect; shun; Thưa thớt
礎,ソ,いしずえ,cornerstone; Nền móng
租,ソ,,tariff; crop tax; borrowing
粗,ソ,あらい あら-,coarse; rough; gồ ghề
素,ソ ス,もと,elementary; principle; naked; Mở ra
訴,ソ,うったえる,accusation; sue; complain of pain; hấp dẫn
阻,ソ,はばむ,thwart; separate from; prevent; obstruct; deter; Cản trở
僧,ソウ,,Buddhist priest; Nhà sư
創,ソウ ショウ,つくる はじめる きず けずしける,genesis; wound; injury; hurt; start; Có nguồn gốc
倉,ソウ,くら,godown; warehouse; storehouse; cellar; Kho bạc
喪,ソウ,も,miss; mourning
壮,ソウ,さかん,robust; manhood; sự phồn thịnh
奏,ソウ,かなでる,play music; speak to a ruler; hoàn thành
惣,ソウ,いそがしい そうじて,all
挿,ソウ,さす はさむ,insert; put in; graft; wear (sword)
操,ソウ サン,みさお あやつる,maneuver; manipulate; operate; steer; chastity; virginity; Lòng trung thành
曹,ソウ ゾウ,つかさ ともがら へや,cadet; người bạn
巣,ソウ,す すくう,nest; rookery; hive; cobweb; den
槽,ソウ,ふね,vat; tub; xe tăng
聡,ソウ,さとい みみざとい,wise; fast learner
荘,ソウ ショウ チャン,ほうき おごそか,villa; inn; cottage; feudal manor
葬,ソウ,ほうむる,interment; bury; shelve
藻,ソウ,も,seaweed; Chồn
遭,ソウ,あう あわせる,encounter; meet; party; association; interview; tham gia
霜,ソウ,しも,frost
騒,ソウ,さわぐ うれい さわがしい,boisterous; make noise; clamor; disturb; Kích thích
促,ソク,うながす,stimulate; urge; press; demand; Kích động
即,ソク,つく つける すなわち,instant; namely; as is; conform; agree; phỏng theo
俗,ゾク,,vulgar; customs; manners; worldliness; mundane things
属,ゾク ショク,さかん つく やから,belong; genus; subordinate official; liên kết
賊,ゾク,,burglar; rebel; traitor; Cướp
袖,シュウ,そで,sleeve; wing (building); extension; give cold shoulder
揃,セン,そろえる そろう そろい きる,be complete; uniform; all present
堕,ダ,おちる くずす くずれる,degenerate; descend to; Mất hiệu lực
妥,ダ,,gentle; peace; depravity
惰,ダ,,lazy; laziness
駄,ダ タ,,burdensome; pack horse; horse load; send by horse
耐,タイ,たえる,-proof; Bền bỉ
怠,タイ,おこたる なまける,neglect; laziness
態,タイ,わざと,attitude; condition; figure; appearance; voice (of verbs)
戴,タイ,いただく,be crowned with; live under (a ruler); nhận được
泰,タイ,,peaceful; calm; peace; easy; Thailand
滞,タイ テイ,とどこおる,stagnate; be delayed; overdue; Nợ nần
胎,タイ,,womb; Tử cung
逮,タイ,,apprehend; Đuổi theo
隊,タイ,,regiment; party; company; Đội hình
鯛,チョウ,たい,sea bream; Cá hồng
第,ダイ テイ,,No.; nơi cư trú
鷹,ヨウ オウ,たか,hawk
滝,ロウ ソウ,たき,waterfall; rapids; Thác nước
卓,タク,,eminent; table; desk; cao
択,タク,えらぶ,choose; select; elect; thích hơn
拓,タク,ひらく,clear (the land); open; break up (land)
沢,タク,さわ うるおい うるおす つや,swamp
琢,タク,みがく,polish
託,タク,かこつける かこつ かこつける,consign; requesting; entrusting with; pretend; dấu
濁,ダク ジョク,にごる にごす,voiced; uncleanness; wrong; nigori; Tạp chất
諾,ダク,,consent; assent; Thỏa thuận
只,シ,ただ,only; free; ngoài ra
但,タン,ただし,however; nhưng
辰,シン ジン,たつ,sign of the dragon; 7-9AM; fifth sign of Chinese zodiac
奪,ダツ,うばう,rob; take by force; snatch away; dispossess; plunder; Chiếm đoạt
脱,ダツ,ぬぐ ぬげる,undress; removing; escape from; get rid of; be left out; cởi
棚,ホウ,たな,shelf; ledge; rack; mount; mantle; Lưới
誰,スイ,だれ たれ た,who; someone; có ai
丹,タン,に,rust-colored; red; read lead; thuốc
嘆,タン,なげく なげかわしい,sigh; lament; moan; Buồn rầu
旦,タン ダン,あきらか あきら ただし あさ あした,nightbreak; dawn; buổi sáng
淡,タン,あわい,thin; faint; pale; Thoáng qua
端,タン,はし は はた はな,edge; origin; end; point; border; verge; Mũi
胆,タン,きも,gall bladder; courage; pluck; Dây thần kinh
誕,タン,,nativity; be born; declension; lie; be arbitrary
鍛,タン,きたえる,forge; discipline; xe lửa
壇,ダン タン,,podium; stage; rostrum; sân thượng
弾,ダン タン,ひく はずむ たま はじく はじける ただす はじきゆみ,bullet; twang; flip; snap
暖,ダン ノン,あたたか あたたかい あたたまる あたためる,warmth
智,チ,,wisdom; intellect; lý do
痴,チ,しれる おろか,stupid; khờ dại
稚,チ ジ,いとけない おさない おくて おでる,immature; trẻ
致,チ,いたす,doth; do; send; forward; cause; exert; incur; thuê
蓄,チク,たくわえる,amass; keeping a concubine; phonograph
逐,チク,,pursue; drive away; chase; accomplish; attain; Cam kết
秩,チツ,,regularity; salary; gọi món
窒,チツ,,plug up; Cản trở
嫡,チャク テキ,,legitimate wife; direct descent (non-bastard)
宙,チュウ,,mid-air; air; space; sky; memorization; Khoảng thời gian
忠,チュウ,,loyalty; fidelity; Trung thành
抽,チュウ,ひき-,pluck; pull; extract; excel
衷,チュウ,,inmost; heart; mind; phía trong
鋳,チュウ イ シュ シュウ,いる,casting; cây bạc hà
猪,チョ,い いのしし,boar
丁,チョウ テイ チン トウ チ,ひのと,street; ward; town; counter for guns tools leaves or cakes of something; even number; 4th calendar sign
帳,チョウ,とばり,notebook; account book; album
弔,チョウ,とむらう とぶらう,condolences; mourning; tang lễ
張,チョウ,はる,lengthen; counter for bows & stringed instruments; stretch; spread; put up (tent)
彫,チョウ,ほる,carve; engrave; chisel
徴,チョウ チ,しるし,indications; sign; omen; symptom; collect; seek; refer to; Câu hỏi
