愛, ア イ, い と し い, tình yêu; Tình cảm; Yêu thích
床, シ ョ ウ, と こ ゆ か, giường; sàn nhà; Đệm; Tatami
承, シ ョ ウ, う け た た わ る, aquiesce; Nghe; nghe; được thông báo; nhận được
招, シ ョ ウ, ま ね く, vẫy tay; mời gọi; Triệu hồi; thuê
昇, シ ョ ウ, の ぼ る, nổi lên
消, シ ョ ウ, き え る け す, dập tắt; Thổi; tắt; Trung hoà; Hủy bỏ
焼, シ ョ ウ, や く や き や き - や け る, bake; Đốt
照, シ ョ ウ, て る て ら す て れ る, chiếu sáng; Tỏa sáng; so sánh; Hổn hển
省, セ イ シ ョ ウ, か え り み る は ぶ く, tập trung; Cơ quan chính phủ; Bảo tồn
章, シ ョ ウ ,, huy hiệu; Chương; thành phần; Thơ; Thiết kế
笑, シ ョ ウ, わ ら う え む, cười
紹, シ ョ ウ ,, giới thiệu; thừa kế; Cứu giúp
象, シ ョ ウ ゾ ウ, か た ど る, voi; Mẫu sau; theo gương; Hình ảnh; Hình dạng; Ký tên (của thời đại)
賞, シ ョ ウ, ほ め る, giải; phần thưởng; Ca ngợi
乗, ジ ョ ウ シ ョ ウ, の る の せ る, đi; quyền lực; phép nhân; ghi lại; Quầy cho xe; bảng; Gắn kết; tham gia
城, ジ ョ ウ, し ろ, lâu đài
常, ジ ョ ウ, つ ね と こ -, thông thường; Bình thường; Bình thường; đều đặn
情, ジ ョ ウ セ イ, な さ け, cảm xúc; Cảm xúc; niềm đam mê; cảm thông; Hoàn cảnh; Sự kiện
状, ジ ョ ウ ,, nguyên trạng; điều kiện; Hoàn cảnh; hình thức; xuất hiện
畳, ジ ョ ウ チ ョ ウ, ジ た む た み る, thảm tatami; Truy cập cho thảm tatami; gập lại; Câm miệng; bỏ thói quen
蒸, ジ ョ ウ セ イ, む す す ら す, hơi nước; nhiệt; Nóng nảy; Nản lòng; Bị mốc
植, シ ョ ク, う え る う わ る, cây trồng
職, シ ョ ク ソ ク ,, bưu điện; Việc làm; công việc
触, シ ョ ク, ふ れ る さ わ る さ わ, liên hệ; chạm; cảm thấy; đánh; Tuyên bố; Thông báo; cuộc xung đột
伸, シ ン, の び る の ば ン, mở rộng; căng ra; mở rộng; Kéo dài; tăng
信, シ ン, đức tin; Sự thật; Lòng trung thành; Lòng tin
寝, シ ン, ね る ン, ね ン ン, ね ン ン. ngủ; nghỉ ngơi; Giường; Vẫn chưa bán
森, シ ン, も り, rừng; gỗ
深, シ ン, ふ ン ン, シ ン, シ ン, sâu; Nâng cao; Tăng cường; Củng cố
申, シ ン, も う す も う し - さ る, nói; Có vinh dự; Dấu thứ chín của hoàng đạo Trung Hoa; Dấu hiệu của con khỉ
神, シ ン ジ ン, か み か ん - こ う -, thần; lí trí; Linh hồn
臣, シ ン ジ ン, giữ nguyên; môn học
身, シ ン, み, ai đó; người; Những người trong cuộc đời
辛, シ ン, か ら い つ ら い か の と, cay; đắng; nóng bức; Acrid
進, シ ン, す す む す す め る, tạm ứng; Tiến hành; tiến độ; Quảng bá
針, シ ン, は り, kim; ghim; kẹp giấy; Ngón tay
震, シ ン, ふ る う ふ る え る, động đất; Lắc; Run rẩy; run; Rùng mình
吹, ス イ, ふ く, thổi; Thở; phun; Phát ra; hút thuốc lá
数, ス ウ ス サ ク ュ ュ ュ ュ ュ, số; sức mạnh; số phận; pháp luật; số liệu
制, セ イ ,, hệ thống; pháp luật; qui định
勢, セ イ ゼ イ, い き お い は ず み, lực lượng; năng lượng; Sức mạnh quân sự
姓, セ イ シ ョ ウ ,, họ
性, セ イ シ ョ ウ, さ が, giới tính; Giới tính; thiên nhiên
成, セ イ ジ ョ ウ, な る な す, biến thành; trở nên; được; lớn lên; trôi mau; chạm tới
政, セ イ シ ョ ウ, ま つ り ご と ま ん, chính trị; chính quyền
星, セ イ シ ョ ウ, ほ し, sao; nơi; Chấm; dấu
晴, セ イ, は れ る は れ は れ - は ら す, rõ ràng
清, セ イ シ ョ ウ シ ン, セ イ シ シ ョ; Làm sạch; Làm sạch; Trừ quỷ; Triều đại Manchu
精, セ イ シ ョ ウ シ ヤ ウ; tinh chế; ma; nàng tiên; năng lượng; Sức sống; Tinh dịch; xuất sắc; Tinh khiết; kỹ năng
声, セ イ シ ョ ウ, こ え こ わ - tiếng nói
静, セ イ ジ ョ ウ, し ず - し ず か し し, し ず し し ず る
税, ゼ イ ,, thuế; nhiệm vụ
隻, セ キ ,, tàu; Đếm cho tàu; Cá; Chim; Mũi tên; Một trong hai cặp
席, セ キ, む し ろ, chỗ ngồi; chiếu; dịp; địa điểm
昔, セ キ シ ャ ク, む か し, đã từng có; cổ xưa; ngày xưa
石, セ キ シ ャ ク コ ク, い し, đá
積, セ キ, つ む つ も る つ も り, khối lượng; Sản phẩm (x * y); Diện tích; Nội dung; Đống; cây rơm; Tải; Tích lũy
籍, セ キ ,, ghi danh; Đăng ký hộ khẩu; Thành viên
績, セ キ ,, khai thác; Kén phát quang
責, セ キ, せ め る, đổ lỗi; Lên án; Kiểm duyệt
跡, セ キ, あ と, bài hát; dấu; in; Ấn tượng
接, セ ツ シ ョ ウ, つ ぐ, chạm; tiếp xúc; Tiếp giáp; Mảnh với nhau
折, セ ツ, お る お り お ツ, gấp; phá vỡ; Gãy; bẻ cong; Năng suất; đệ trình
設, セ ツ, も う け る, thành lập; điều khoản; chuẩn bị
説, セ ツ ゼ イ, と く, tin đồn; Ý kiến; lý thuyết
雪, セ ツ, ゆ き, tuyết
絶, ゼ ツ, た え る た や す た つ, chấm dứt; vượt ra ngoài; Cắt đứt; cắt; Kiêng cử; làm gián đoạn; Đàn áp
占, セ ン, し め る う ら な う, nói bói; Thần thánh; Dự báo; chiếm; giữ; Có; được; lấy
専, セ ン, も っ ぱ ら, chuyên môn; Độc quyền; Chủ yếu; Hoàn toàn
戦, セ ン, い く く さ た た た ン く, chiến tranh; Trận đánh; trận đấu
泉, セ ン, い ず み, mùa xuân; Đài phun nước
浅, セ ン, あ さ い, cạn; hời hợt; Phù phiếm; không may; Đáng xấu hổ
洗, セ ン, あ ら う, rửa; hỏi thăm tin tức; Thăm dò
線, セ ン, す じ, đường; Theo dõi
船, セ ン, ふ ね ふ な -, tàu; thuyền
選, セ ン, え ら ぶ, bầu cử; lựa chọn; chọn; thích hơn
然, ゼ ン ネ ン, し か し か り し か し さ, loại điều; vì thế; nếu vậy; trong trường hợp đó; tốt
全, ゼ ン, ま っ た く す べ て, toàn bộ; Toàn bộ; tất cả các; hoàn thành; Hoàn thành
祖, ソ ,, tổ tiên; Tiên phong; Người sáng lập
組, ソ, く む く み, hiệp hội; Bện; Bện; xây dựng; tập hợp; Thống nhất; Hợp tác; Vật lộn
双, ソ ウ, ふ た た ぐ い な ウ つ, cặp đôi; bộ; So sánh; Đếm cho cặp
層, ソ ウ ,, tầng; giai cấp xã hội; Lớp; câu chuyện; sàn nhà
想, ソ ウ ソ, お も う, khái niệm; Suy nghĩ; ý kiến; nghĩ
捜, ソ ウ シ ュ シ ュ ウ, さ が す, tìm kiếm; tìm kiếm; định vị
掃, ソ ウ シ ュ, は く, quét; chải
燥, ソ ウ, は し ゃ ぐ, parch; làm thinh
争, ソ ウ, あ ら そ う い か で か, tranh luận; tranh chấp; Lập luận
相, ソ ウ シ ョ ウ, あ い -, liên; Lẫn nhau; cùng với nhau; lẫn nhau; Bộ trưởng Bộ Ngoại giao; Hội đồng; Khía cạnh; giai đoạn; Sắc mặt
窓, ソ ウ ス, ま ど て ん ま ど, cửa sổ; Cửa sổ
総, ソ ウ, す べ て す べ て ふ さ, tướng; Toàn bộ; tất cả các; đầy; toàn bộ
草, ソ ウ, く さ く さ -, cỏ; Cỏ dại; các loại thảo mộc; Đồng cỏ; Viết; bản nháp
装, ソ ウ シ ョ ウ, よ そ そ お お い, trang phục; trang phục; giả vờ; Ngụy trang; Tuyên xưng
像, ゾ ウ ,, tượng; hình ảnh; Hình ảnh; nhân vật; Chân dung
増, ゾ ウ, ま す ま し ふ え す, gia tăng; thêm vào; tăng; thu được; Quảng bá
憎, ゾ ウ, に く く む に に い ウ, に hate hate hate, Căm ghét
臓, ゾ ウ, は ら わ た, nội tạng; Nội tạng; Ruột
蔵, ゾ ウ ソ ウ, kho dự trữ, ゾ ゾ ら ウ ウ; ẩn giấu; sở hữu; Có; Sở hữu
贈, ゾ ウ ソ ウ, お く る, quà tặng; Gửi; đưa cho; Trao giải cho; Trao đổi; Trình bày một cái gì đó
造, ゾ ウ, つ く る つ く り, tạo; chế tạo; kết cấu; Vóc dáng
側, ソ ク, か わ が わ そ ば, bên; Nạc; Phản đối; hối tiếc
則, ソ ク, の っ と る, quy tắc; theo; dựa trên; Mô hình sau
息, ソ ク, い き, hơi thở; Hô hấp; Con trai; Lãi (tiền)
束, ソ ク, ソ ク, ソ ク, ソ ク, ソ ク, ソ ク, ソ ク, Nếp; Ream; Tie trong bó; quản lý; Quản lý; điều khiển
測, ソ ク, は か る, đi qua; kế hoạch; kế hoạch; đo
速, ソ ク, は や い は や - は や め る す み や か, nhanh chóng; Nhanh
続, ゾ ク シ ョ ョ コ ウ, ゾ ク ク ウ ウ, tiếp tục; loạt; Phần tiếp theo
卒, ソ ツ シ ュ ツ, ソ っ す す る わ ツ, そ っ す す る わ か, tốt nghiệp; lính; riêng tư; chết
存, ソ ン ゾ ン, giả sử; coi chừng; tin; cảm thấy
孫, ソ ン, ま ご, cháu nội; hậu duệ
尊, ソ ン, た っ と と い と ン ぶ ぶ ぶ ぶ; quý giá; quí; Cao quý; Nổi lên
損, ソ ン, そ ン, ソ ン, ソ ン, ソ ン, thiệt hại; Mất mát; bất lợi; đau; Làm bị thương
村, ソ ン, む ら, thị trấn; làng
他, タ, ほ か, khác; khác; những người khác
太, タ イ タ, ふ と い ふ と る, đầy đặn; dày; Lớn xung quanh
打, ダ ダ ア ス, う つ う ち - ぶ つ, đình công; đánh; đánh; pao; tá
対, タ イ ツ イ, タ イ ツ イ, タ イ ツ イ, タ イ ツ イ, タ イ ツ イ, タ イ ツ イ タ う う う, đối diện; cũng; công bằng; đấu với; Chống; so sánh
帯, タ イ, お び る お び, sash; thắt lưng; Obi; Vùng; khu vực
替, タ イ, か え る か え - か わ る, trao đổi; Phụ tùng; Thay thế; mỗi-
袋, タ イ ダ イ, ふ く ろ, bao tải; túi; Túi
退, タ イ, し り ぞ ぞ し し り り イ, し く く く く く く く; Thu hồi; về hưu; Từ chức; Đẩy lùi; trục xuất; Từ chối
宅, タ ク ,, nhà; nhà ở; nơi cư trú; Nhà của chúng tôi; chồng của tôi
濯, タ ク, す す ぐ ゆ す ぐ, giặt quần áo; rửa; đổ vào; Rửa
達, タ ツ ダ ,, hoàn thành; chạm tới; đến nơi; đạt được
谷, コ ク, た に き わ ま る, thung lũng
単, タ ン, ひ と え, đơn giản; một; Độc thân; Đơn thuần
担, タ ン, か つ ぐ に な う, vai; mang; nâng cao; chịu
探, タ ン, さ ぐ る さ が す, rủ; Tìm kiếm; tìm kiếm
炭, タ ン, す み, than củi; Than
短, タ ン, み じ か い, ngắn; Ngắn; lỗi; Khiếm khuyết; điểm yếu
団, ダ ン ト ン, か た ま り ま る い, nhóm; Hiệp hội
断, ダ ン, た つ こ と わ る さ, thôi việc; từ chối; Từ chối; xin lỗi; cảnh báo; bỏ qua; cấm; phán quyết; Phán quyết; Cắt
段, ダ ン タ ン ,, lớp; các bước; cầu thang
談, ダ ン ,, thảo luận; nói chuyện
値, チ, ね あ た い, giá; Giá cả; giá trị
恥, チ, は じ じ は ず か し い, xấu hổ; Làm mất danh dự
池, チ, い け, ao; Bể chứa; Bể bơi; Hồ chứa
置, チ, お く, vị trí; đặt; bộ; tiền gửi; Để lại; giữ; thuê; Cầm đồ
遅, チ, お, お く れ る お お チ い, chậm; Muộn; trở lại; một lát sau
築, チ ク, き ず く, chế tạo; xây dựng; xây dựng
畜, チ ク ,, chăn nuôi; Gà và động vật trong gia đình
竹, チ ク, た け, tre
仲, チ ュ ウ, な か, đi giữa; Quan hệ
柱, チ ュ ウ, は し ら, trụ; bài đăng; hình trụ; ủng hộ
虫, チ ュ ウ キ, む し, côn trùng; Lỗi; Bình tĩnh
駐, チ ュ ウ ,, dừng lại; cư trú tại; cư dân
著, チ ョ チ ャ ク, チ ョ す す ャ い, nổi tiếng; công bố; Viết; Đáng chú ý; Hiện tượng; đưa vào; Don; mặc; Đến; Kết thúc (chủng tộc); Truy cập cho phù hợp với quần áo; tác phẩm văn học
貯, チ ョ, た め る た く わ え る, tiết kiệm; cửa hàng; nằm trong; giữ; Mòn mòn
兆, チ ョ ウ, き ざ す き ざ し, báo hiệu; 10 ** 12; Nghìn tỷ đồng; ký tên; Omen; Triệu chứng
庁, チ ョ ウ テ イ, や く し ょ, văn phòng chính phủ
調, チ ョ ウ, し ら ウ ウ ウ ウ ウ ウ ウ ウ ウ る, tấn; Mét; Phím (âm nhạc); Phong cách viết; chuẩn bị; Trừ quỷ; điều tra
超, チ ョ ウ, こ え る こ す, vượt lên; siêu-; Siêu-
頂, チ ョ ウ, い た だ く い た だ き, đặt trên đầu; nhận được; Đầu đầu; hàng đầu; Hội nghị thượng đỉnh; Cao điểm
直, チ ョ ク ジ カ, チ ョ カ カ カ カ カ カ カ カ カ カ カ カ カ, Trung thực; Thẳng thắn; sửa chữa; sửa
沈, チ ン ジ ン, し ず む し, chìm; Bị chìm; Giảm dần; Bị trầm cảm; Độc tố
珍, チ ン, め ず ら し い た か ら, hiếm; Hiếu kỳ; Kỳ lạ
追, ツ イ, お う, đuổi; Lái xe; theo; Theo đuổi; Trong khi đó
痛, ツ ウ, い ウ, い た た た ま ま い る, đau đớn; đau; hư hại; Vết thâm tím
低, テ イ, ひ く い ひ く く, thấp hơn; ngắn; khiêm tốn
停, テ イ, と め る と ま る, dừng lại; Dừng lại
定, テ イ ジ ョ ウ, テ イ イ ウ か, xác định; sửa chữa; thành lập; quyết định
底, テ イ, そ こ, đáy; Duy Nhất; Chiều sâu; Giá dưới; căn cứ; loại; Sắp xếp
庭, テ イ, に わ, sân; vườn; sân
程, テ イ, ほ ど, mức độ; trình độ; pháp luật; công thức; khoảng cách; Giới hạn; Số tiền
泥, デ イ ナ イ デ ニ, ど ろ, bùn; Đê; Tuân theo; được gắn vào
滴, テ キ, し ず く し た た る, nhỏ giọt; rơi vãi
的, テ キ, ま と, con bò đực; dấu; Mục tiêu; vật; Sự kết thúc tính từ
適, テ キ, か な う, phù hợp; Thỉnh thoảng; hiếm; Đủ điều kiện; Có khả năng
鉄, テ ツ, く ろ が ね, sắt
点, テ ン, つ, つ け け と く ン ン, tại chỗ; điểm; dấu; Đốm; dấu thập phân
伝, デ, デ, デ, デ, デ, デ ン, デ て て, truyền tải; đi cùng; Đi cùng; theo; bài báo cáo; giao tiếp; huyền thoại; Truyền thống
殿, デ ン テ ン, と の, ông; đại sảnh; Biệt thự; cung điện; ngôi đền; Chúa tể
塗, ト, ぬ る ぬ り ま み れ る, sơn; Thạch cao; tô; Bôi nhọ; lớp áo
徒, ト, い た ず ら あ だ, cơ sở; Tánh không; Vanity; Vô ích; Vô dụng; Điều tạm thời; băng nhóm; bộ; buổi tiệc; những người
渡, ト, わ た る わ た す, quá cảnh; Ford; Phà; vượt qua; Nhập khẩu; giao hàng; đường kính; di cư
登, ト ウ ト ド ウ, の ぼ る あ が る, ト ウ, trèo lên
途, ト ,, tuyến đường; đường; đường
都, ト ツ, み や こ, đô thị; thủ đô
努, ド, つ と め る, toil; siêng năng; Càng nhiều càng tốt
怒, ド ヌ, い か る お こ る, tức giận; Bị xúc phạm
倒, ト ウ, た お れ る た お す, lật đổ; ngã; sự sụp đổ; rơi vãi; phá vỡ
党, ト ウ, な か ま む ら, bên; Phe; Clique
凍, ト ウ, こ お ウ, こ お ウ る る, こ ウ ウ ウ るChùm; Làm lạnh
塔, ト ウ ,, pagoda; Tháp; Tháp chuông
島, ト ウ, し ま, hòn đảo
投, ト ウ, な げ る, ném; Vứt đi; Bỏ; Khởi động vào; tham gia; Đầu tư vào; quăn; bỏ cuộc; Bán thua lỗ
盗, ト ウ, ぬ す む ぬ す み, ăn cắp; Cướp; Cướp
湯, ト ウ, ゆ, nước nóng; bồn tắm; suối nóng
灯, ト ウ, ひ ほ - と も し び と も す あ か り, đèn; Một ánh sáng; ánh sáng; Đếm đèn
当, ト, ト, ト, 当, 当, 当, 当, 当, 当, đúng; thích hợp; bản thân anh ấy
等, ト ウ, ひ と し い な ど, vv; và kể từ đó trở đi; Lớp (thứ nhất); phẩm chất; công bằng; giống
筒, ト ウ, つ つ, hình trụ; ống; Ống; nòng súng; Ống tay áo
到, ト ウ, い た る, đến; Tiến hành; chạm tới; đạt được; kết quả là
逃, ト ウ, ト ウ, ト ウ, に ウ, ト ウ, ト ウ ウ, ト ウ ウ, Chạy trốn; Trốn tránh; Trốn tránh; Đặt miễn phí
頭, ト ウ ズ ト, あ た ま ま し り, đầu; Truy cập cho động vật lớn
働, ド ウ リ リ ョ ク, は た ら く, làm việc; (Kokuji)
導, ド ウ, み ち び く, hướng dẫn; Dẫn đầu; hạnh kiểm; Mở ra
童, ド ウ, わ ら べ, vị thành niên; đứa trẻ
銅, ド ウ, あ か が ね, đồng
得, ト ク, え る う る, tăng; được; tìm thấy; kiếm; có được, thu được; có thể; Tháng Năm; có thể; lợi nhuận; lợi thế; lợi ích
毒, ド ク ,, poison; Vi rút; Nọc độc; mầm; làm hại; chấn thương; Bất bình
突, ト ツ カ, つ く, đâm; nhô ra; Đẩy; đẩy; khoan; đâm
届, カ イ, と ど け る と ど く, giao; chạm tới; đến nơi; bài báo cáo; Thông báo; phía trước
曇, ド ン, く も る, thời tiết nhiều mây; Mây lên
鈍, ド ン, に ぶ い に ぶ る に ぶ - な ま る な ま く ら, ngu si đần độn; Chậm; khờ dại; Cùn
内, ナ イ ダ イ, う ち, bên trong; Bên trong; between; among; house; nhà
軟,ナン,やわらか やわらかい,soft
難,ナン,かたい むずかしい むづかしい むつかしい,difficult; impossible; trouble; accident; Khiếm khuyết
乳,ニュウ,ちち ち,milk; ngực
任,ニン,まかせる まかす,responsibility; duty; term; entrust to; bổ nhiệm
認,ニン,みとめる したためる,acknowledge; witness; discern; recognize; appreciate; tin
猫,ビョウ,ねこ,cat
熱,ネツ,あつい,heat; temperature; fever; mania; niềm đam mê
念,ネン,,wish; sense; idea; thought; feeling; desire; chú ý
燃,ネン,もえる もやす もす,burn; blaze; Phát sáng
悩,ノウ,なやむ なやます なやましい なやみ,trouble; worry; in pain; distress; bệnh
濃,ノウ,こい,concentrated; thick; dark; undiluted
能,ノウ,よく,ability; talent; skill; sức chứa
脳,ノウ ドウ,のうずる,brain; ký ức
農,ノウ,,agriculture; nông dân
波,ハ,なみ,waves; billows; Poland
破,ハ,やぶる やぶれる,rend; rip; tear; break; destroy; defeat; Thất vọng
馬,バ,うま うま- ま,horse
拝,ハイ,おがむ おろがむ,worship; adore; pray to
敗,ハイ,やぶれる,failure; defeat; Đảo ngược
杯,ハイ,さかずき,cupfuls; wine glass; glass; Bánh mì nướng
背,ハイ,せ せい そむく そむける,stature; height; back; behind; disobey; defy; go back on; Nổi loạn
配,ハイ,くばる,distribute; spouse; exile; Phân chia
倍,バイ,,double; twice; times; gập lại
泊,ハク,とまる とめる,overnight; put up at; ride at anchor; 3-day stay
薄,ハク,うすい うす- うすめる うすまる うすらぐ うすら- うすれる すすき,dilute; thin; weak (tea)
爆,バク,はぜる,bomb; burst open; pop; Phân chia
麦,バク,むぎ,barley; lúa mì
箱,ソウ,はこ,box; chest; case; bin; railway car
肌,キ,はだ,texture; skin; body; ngũ cốc
畑,,はた はたけ,farm; field; garden; ones specialty; (kokuji)
髪,ハツ,かみ,hair of the head
抜,バツ ハツ ハイ,ぬく ぬき ぬける ぬかす ぬかる,slip out; extract; pull out; pilfer; quote; remove; bỏ sót
判,ハン バン,わかる,judgement; signature; stamp; niêm phong
反,ハン ホン タン ホ,そる そらす かえす かえる,anti-
板,ハン バン,いた,plank; board; plate; sân khấu
版,ハン,,printing block; printing plate; edition; impression; nhãn
犯,ハン ボン,おかす,crime; sin; xúc phạm
般,ハン,,carrier; carry; tất cả các
販,ハン,,marketing; sell; buôn bán
晩,バン,,nightfall; đêm
番,バン,つがい,turn; number in a series
否,ヒ,いな いや,negate; no; noes; refuse; decline; Phủ nhận
彼,ヒ,かれ かの かの,he; that; các
悲,ヒ,かなしい かなしむ,jail cell; grieve; sad; deplore; hối tiếc
比,ヒ,くらべる,compare; race; ratio; Phillipines
疲,ヒ,つかれる つからす,exhausted; tire; mệt mỏi
皮,ヒ,かわ けがわ,pelt; skin; hide; da
被,ヒ,こうむる おおう かぶる かぶせる,incur; cover; veil; brood over; shelter; wear; put on; be exposed (film); Tiếp nhận
費,ヒ,ついやす ついえる,expense; cost; spend; consume; chất thải
非,ヒ,あらず,un-; mistake; negative; injustice; non-
飛,ヒ,とぶ とばす,fly; skip (pages); tiêu tan
備,ビ,そなえる そなわる つぶさに,equip; provision; Chuẩn bị
美,ビ ミ,うつくしい,beauty; đẹp
鼻,ビ,はな,nose; snout
匹,ヒツ,ひき,equal; head; counter for small animals; roll of cloth
必,ヒツ,かならず,invariably; certain; chắc chắn xảy ra
筆,ヒツ,ふで,writing brush; writing; painting brush; handwriting
氷,ヒョウ,こおり ひ こおる,icicle; ice; hail; freeze; congeal
表,ヒョウ,おもて あらわす あらわれる あらわす,surface; table; chart; Biểu đồ
秒,ビョウ,,second (1/60 minute)
貧,ヒン ビン,まずしい,poverty; nghèo nàn
瓶,ビン,かめ,flower pot; bottle; vial; jar; jug; vat; Urn
付,フ,つける つけ つけ- つく つき,adhere; attach; refer to; append
夫,フ フウ ブ,おっと それ,husband; Đàn ông
婦,フ,,lady; woman; wife; cô dâu
富,フ フウ,とむ とみ,wealth; enrich; Dồi dào
布,フ,ぬの,linen; vải
府,フ,,borough; urban prefecture; govt office; representative body; Nhà kho
怖,フ ホ,こわい こわがる おじる おそれる,dreadful; be frightened; Đáng sợ
普,フ,あまねく あまねし,universal; wide(ly); generally; Prussia
浮,フ,うく うかれる うかぶ む うかべる,floating; float; rise to surface
符,フ,,token; sign; mark; tally; quyến rũ
膚,フ,はだ,skin; body; grain; texture; bố trí
負,フ,まける まかす おう,defeat; negative; -; minus; bear; owe; assume a responsibility
武,ブ ム,たけし,warrior; military; chivalry; cánh tay
舞,ブ,まう まい,dance; flit; circle; Bánh xe
部,ブ,,section; bureau; dept; class; copy; part; portion; counter for copies of a newspaper or magazine
封,フウ ホウ,,seal; đóng cửa
副,フク,,vice-; duplicate; Sao chép
復,フク,また,restore; return to; revert; tiếp tục
幅,フク,はば,hanging scroll; chiều rộng
福,フク,,blessing; fortune; luck; sự giàu có
腹,フク,はら,abdomen; belly; Dạ dày
複,フク,,duplicate; double; compound; Nhiều
払,フツ ヒツ ホツ,はらう,pay; clear out; prune; banish; Vứt bỏ
沸,フツ,わく わかす,seethe; boil; ferment; uproar; giống
仏,ブツ フツ,ほとけ,Buddha; the dead; France
粉,フン デシメートル,こ こな,flour; powder; bụi bặm
兵,ヘイ ヒョウ,つわもの,soldier; private; troops; army; warfare; strategy; Chiến thuật
平,ヘイ ビョウ ヒョウ,たいら ひら ひら-,even; flat; Hòa bình
並,ヘイ ホウ,なみ ならべる ならぶ ならびに,row; and; besides; as well as; line up; rank with; rival; công bằng
閉,ヘイ,とじる とざす しめる しまる たてる,closed; Đóng lại
米,ベイ マイ メエトル,こめ よね,rice; USA; metre
変,ヘン,かわる かわり かえる,unusual; change; Kỳ lạ
片,ヘン,かた- かた,one-sided; leaf; tấm
編,ヘン,あむ,compilation; knit; plait; braid; twist; editing; completed poem; part of a book
辺,ヘン,あたり ほとり,environs; boundary; border; lân cận
返,ヘン,かえす かえる,return; answer; fade; trả lại
便,ベン ビン,たより,convenience
捕,ホ,とらえる とらわれる とる とらえる とらわれる つかまえる つかまる,catch; Bắt giữ
補,ホ,おぎなう,supplement; supply; make good; offset; compensate; assistant; Người học
募,ボ,つのる,recruit; campaign; gather (contributions); enlist; grow violent
暮,ボ,くれる くらす,livelihood; make a living; danh thơi gian
包,ホウ,つつむ くるむ,wrap; pack up; cover; Che giấu
報,ホウ,むくいる,report; news; reward; Trả thù
宝,ホウ,たから,treasure; wealth; Đồ có giá trị
抱,ホウ,だく いだく かかえる,embrace; hug; hold in arms
放,ホウ,はなす はなつ はなれる ほうる,set free; release; fire; shoot; emit; banish; Giải phóng
法,ホウ ハッ ホッ フラン,のり,method; law; rule; principle; model; Hệ thống
訪,ホウ,おとずれる たずねる とう,call on; visit; look up; offer sympathy
豊,ホウ ブ,ゆたか とよ,bountiful; excellent; giàu có
亡,ボウ モウ,ない なき- ほろびる ほろぶ ほろぼす,deceased; the late; dying; Hư mất
坊,ボウ ボッ,,boy; priests residence; thầy tu
帽,ボウ モウ,ずきん おおう,cap; headgear
忘,ボウ,わすれる,forget
忙,ボウ モウ,いそがしい せわしい おそれる うれえるさま,busy; occupied; Bồn chồn
暴,ボウ バク,あばく あばれる,outburst; rave; fret; force; violence; cruelty; Xúc phạm
望,ボウ モウ,のぞむ もち,ambition; full moon; hope; desire; aspire to; chờ đợi
棒,ボウ,,rod; stick; cane; pole; club; hàng
貿,ボウ,,trade; trao đổi, giao dịch
防,ボウ,ふせぐ,ward off; defend; protect; kháng cự
磨,マ,みがく する,grind; polish; scour; improve; brush (teeth)
埋,マイ,うめる うまる うもれる うずめる うずまる いける,bury; be filled up; Nhúng
枚,マイ バイ,,sheet of...; counter for flat thin objects or sheets
末,マツ バツ,すえ,end; close; tip; powder; Hậu thế
満,マン バン,みちる みつ みたす,full; enough; pride; làm vui lòng
未,ミ ビ,いまだ まだ ひつじ,un-; not yet; hitherto; still; even now; eighth sign of Chinese zodiac; sign of the ram
民,ミン,たみ,people; nation; đối tượng
眠,ミン,ねむる ねむい,sleep; die; ngái ngủ
務,ム,つとめる,task; Nhiệm vụ
夢,ム ボウ,ゆめ ゆめみる くらい,dream; vision; ảo giác
無,ム ブ,ない,nothingness; none; aint; nothing; nil; không phải
娘,ジョウ,むすめ こ,daughter; con gái
命,メイ ミョウ,いのち,fate; command; decree; destiny; life; bổ nhiệm
迷,メイ,まよう,astray; be perplexed; in doubt; lost; err; ảo giác
鳴,メイ,なく なる ならす,chirp; cry; bark; sound; ring; echo; honk
綿,メン,わた,cotton
面,メン ベン,おも おもて つら,mask; face; features; bề mặt
毛,モウ,け,fur; hair; feather; xuống
戻,レイ,もどす もどる,re-; return; revert; resume; restore; go backwards
門,モン,かど と,gates
役,ヤク エキ,,duty; war; campaign; drafted labor; office; service; vai trò
約,ヤク,,promise; approximately; co lại
薬,ヤク,くすり,medicine; chemical; enamel; gunpowder; lợi ích
油,ユ ユウ,あぶら,oil; mập
輸,ユ シュ,,transport; send; be inferior
優,ユウ ウ,やさしい すぐれる まさる,tenderness; excel; surpass; actor; superiority; Dịu dàng
勇,ユウ,いさむ,courage; cheer up; be in high spirits; bravery; Chủ nghĩa anh hùng
由,ユ ユウ ユイ,よし よる,wherefore; một lý do
遊,ユウ ユ,あそぶ あそばす,play
郵,ユウ,,mail; stagecoach stop
予,ヨ シャ,あらかじめ,beforehand; previous; myself; tôi
余,ヨ,あまる あまり あます,too much; myself; surplus; other; Phần còn lại
与,ヨ,あたえる あずかる くみする ともに,bestow; participate in; give; award; impart; provide; cause; gift; godsend
預,ヨ,あずける あずかる,deposit; custody; leave with; entrust to
幼,ヨウ,おさない,infancy; thời thơ ấu
容,ヨウ,いれる,contain; form; nhìn
様,ヨウ ショウ,さま,Esq.; way; manner; situation; polite suffix
溶,ヨウ,とける とかす とく,melt; dissolve; thaw
